Strategie;Puzzle;Taille;Resolu;Temps_ms;Noeuds;Backtracks;Completion_%
Random Strategy;92;5;NON;2;5000;0;0.00
Random Strategy;93;5;NON;2;5000;0;0.00
Random Strategy;94;5;NON;1;5000;0;0.00
Random Strategy;95;5;NON;1;5000;0;0.00
Random Strategy;96;5;NON;1;5000;0;0.00
Random Strategy;97;5;NON;1;5000;0;0.00
Random Strategy;98;5;NON;2;5000;0;0.00
Random Strategy;99;5;NON;1;5000;0;0.00
Random Strategy;100;5;NON;1;5000;0;0.00
Random Strategy;101;6;NON;3;5000;0;0.00
Random Strategy;102;6;NON;3;5000;0;0.00
Random Strategy;103;6;NON;2;5000;0;0.00
Random Strategy;104;6;NON;2;5000;0;0.00
Random Strategy;105;6;NON;2;5000;0;0.00
Random Strategy;106;6;NON;2;5000;0;0.00
Random Strategy;107;6;NON;3;5000;0;0.00
Random Strategy;108;6;NON;2;5000;0;0.00
Random Strategy;109;6;NON;2;5000;0;0.00
Random Strategy;110;6;NON;2;5000;0;0.00
Random Strategy;111;7;NON;3;5000;0;0.00
Random Strategy;112;7;NON;4;5000;0;0.00
Random Strategy;113;7;NON;2;5000;0;0.00
Random Strategy;114;7;NON;2;5000;0;0.00
Random Strategy;115;7;NON;2;5000;0;0.00
Random Strategy;116;7;NON;3;5000;0;0.00
Random Strategy;117;7;NON;3;5000;0;0.00
Random Strategy;118;7;NON;3;5000;0;0.00
Random Strategy;119;7;NON;4;5000;0;0.00
Random Strategy;120;7;NON;2;5000;0;0.00
Random Strategy;121;8;NON;2;5000;0;0.00
Random Strategy;122;8;NON;3;5000;0;0.00
Random Strategy;123;8;NON;4;5000;0;0.00
Random Strategy;124;8;NON;4;5000;0;0.00
Random Strategy;125;8;NON;3;5000;0;0.00
Random Strategy;126;8;NON;3;5000;0;0.00
Random Strategy;127;8;NON;3;5000;0;0.00
Random Strategy;128;8;NON;4;5000;0;0.00
Random Strategy;129;8;NON;4;5000;0;0.00
Random Strategy;130;8;NON;3;5000;0;0.00
Random Strategy;131;9;NON;6;5000;0;0.00
Random Strategy;132;9;NON;5;5000;0;0.00
Random Strategy;133;9;NON;4;5000;0;0.00
Random Strategy;134;9;NON;5;5000;0;0.00
Random Strategy;135;9;NON;6;5000;0;0.00
Random Strategy;136;5;NON;1;5000;0;0.00
Random Strategy;137;5;NON;1;5000;0;0.00
Random Strategy;138;5;NON;1;5000;0;0.00
Random Strategy;139;5;NON;1;5000;0;0.00
Random Strategy;140;5;NON;2;5000;0;0.00
Random Strategy;141;5;NON;3;5000;0;0.00
Random Strategy;142;5;NON;2;5000;0;0.00
Random Strategy;143;5;NON;1;5000;0;0.00
Random Strategy;144;5;NON;2;5000;0;0.00
Random Strategy;145;5;NON;3;5000;0;0.00
Random Strategy;146;6;NON;2;5000;0;0.00
Random Strategy;147;6;NON;3;5000;0;0.00
Random Strategy;148;6;NON;3;5000;0;0.00
Random Strategy;149;6;NON;2;5000;0;0.00
Random Strategy;150;6;NON;1;5000;0;0.00
Backtracking Solver (Essai-erreur);1;5;OUI;3;0;0;64.00
Backtracking Solver (Essai-erreur);2;5;OUI;0;0;0;48.00
Backtracking Solver (Essai-erreur);3;5;OUI;0;0;0;56.00
Backtracking Solver (Essai-erreur);4;5;OUI;0;0;0;52.00
Backtracking Solver (Essai-erreur);5;5;OUI;1;0;0;48.00
Backtracking Solver (Essai-erreur);6;5;OUI;0;0;0;48.00
Backtracking Solver (Essai-erreur);7;5;OUI;0;0;0;56.00
Backtracking Solver (Essai-erreur);8;5;OUI;0;0;0;40.00
Backtracking Solver (Essai-erreur);9;5;OUI;1;0;0;52.00
Backtracking Solver (Essai-erreur);10;5;OUI;0;0;0;68.00
Backtracking Solver (Essai-erreur);11;6;OUI;0;3;2;44.44
Backtracking Solver (Essai-erreur);12;6;OUI;0;0;0;58.33
Backtracking Solver (Essai-erreur);13;6;OUI;1;0;0;47.22
Backtracking Solver (Essai-erreur);14;6;OUI;1;0;0;44.44
Backtracking Solver (Essai-erreur);15;6;OUI;1;0;0;63.89
Backtracking Solver (Essai-erreur);16;6;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);17;6;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);18;6;OUI;0;0;0;52.78
Backtracking Solver (Essai-erreur);19;6;OUI;0;0;0;63.89
Backtracking Solver (Essai-erreur);20;6;OUI;0;0;0;47.22
Backtracking Solver (Essai-erreur);21;7;OUI;0;0;0;55.10
Backtracking Solver (Essai-erreur);22;7;OUI;0;0;0;51.02
Backtracking Solver (Essai-erreur);23;7;OUI;1;0;0;42.86
Backtracking Solver (Essai-erreur);24;7;OUI;1;0;0;53.06
Backtracking Solver (Essai-erreur);25;7;OUI;0;0;0;44.90
Backtracking Solver (Essai-erreur);26;7;OUI;3;0;0;61.22
Backtracking Solver (Essai-erreur);27;7;OUI;1;0;0;44.90
Backtracking Solver (Essai-erreur);28;7;OUI;0;0;0;51.02
Backtracking Solver (Essai-erreur);29;7;OUI;3;3;0;34.69
Backtracking Solver (Essai-erreur);30;7;OUI;0;0;0;57.14
Backtracking Solver (Essai-erreur);31;8;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);32;8;OUI;0;0;0;43.75
Backtracking Solver (Essai-erreur);33;8;OUI;0;0;0;42.19
Backtracking Solver (Essai-erreur);34;8;OUI;0;0;0;42.19
Backtracking Solver (Essai-erreur);35;8;OUI;0;0;0;45.31
Backtracking Solver (Essai-erreur);36;8;OUI;0;0;0;54.69
Backtracking Solver (Essai-erreur);37;8;OUI;0;0;0;46.88
Backtracking Solver (Essai-erreur);38;8;NON;0;1;1;35.94
Backtracking Solver (Essai-erreur);39;8;NON;0;1;1;31.25
Backtracking Solver (Essai-erreur);40;8;OUI;0;0;0;54.69
Backtracking Solver (Essai-erreur);41;9;OUI;0;0;0;50.62
Backtracking Solver (Essai-erreur);42;9;OUI;0;0;0;40.74
Backtracking Solver (Essai-erreur);43;9;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);44;9;OUI;1;0;0;53.09
Backtracking Solver (Essai-erreur);45;9;OUI;0;0;0;49.38
Backtracking Solver (Essai-erreur);46;5;OUI;0;0;0;52.00
Backtracking Solver (Essai-erreur);47;5;OUI;0;0;0;60.00
Backtracking Solver (Essai-erreur);48;5;OUI;0;0;0;44.00
Backtracking Solver (Essai-erreur);49;5;OUI;0;0;0;68.00
Backtracking Solver (Essai-erreur);50;5;NON;0;1;1;12.00
Backtracking Solver (Essai-erreur);51;5;OUI;0;0;0;56.00
Backtracking Solver (Essai-erreur);52;5;OUI;1;0;0;56.00
Backtracking Solver (Essai-erreur);53;5;OUI;0;0;0;52.00
Backtracking Solver (Essai-erreur);54;5;OUI;2;0;0;56.00
Backtracking Solver (Essai-erreur);55;5;OUI;0;0;0;48.00
Backtracking Solver (Essai-erreur);56;6;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);57;6;OUI;0;0;0;41.67
Backtracking Solver (Essai-erreur);58;6;OUI;0;0;0;41.67
Backtracking Solver (Essai-erreur);59;6;OUI;0;0;0;44.44
Backtracking Solver (Essai-erreur);60;6;OUI;0;0;0;36.11
Backtracking Solver (Essai-erreur);61;6;OUI;0;0;0;47.22
Backtracking Solver (Essai-erreur);62;6;OUI;1;0;0;58.33
Backtracking Solver (Essai-erreur);63;6;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);64;6;OUI;0;0;0;44.44
Backtracking Solver (Essai-erreur);65;6;OUI;0;0;0;63.89
Backtracking Solver (Essai-erreur);66;7;OUI;0;0;0;48.98
Backtracking Solver (Essai-erreur);67;7;OUI;0;0;0;44.90
Backtracking Solver (Essai-erreur);68;7;OUI;0;0;0;63.27
Backtracking Solver (Essai-erreur);69;7;OUI;0;0;0;48.98
Backtracking Solver (Essai-erreur);70;7;OUI;0;0;0;53.06
Backtracking Solver (Essai-erreur);71;7;OUI;0;0;0;46.94
Backtracking Solver (Essai-erreur);72;7;OUI;2;0;0;51.02
Backtracking Solver (Essai-erreur);73;7;OUI;0;0;0;55.10
Backtracking Solver (Essai-erreur);74;7;OUI;0;0;0;67.35
Backtracking Solver (Essai-erreur);75;7;OUI;1;3;2;38.78
Backtracking Solver (Essai-erreur);76;8;OUI;0;0;0;59.38
Backtracking Solver (Essai-erreur);77;8;OUI;1;0;0;57.81
Backtracking Solver (Essai-erreur);78;8;OUI;1;0;0;45.31
Backtracking Solver (Essai-erreur);79;8;OUI;0;0;0;53.13
Backtracking Solver (Essai-erreur);80;8;OUI;0;0;0;53.13
Backtracking Solver (Essai-erreur);81;8;OUI;0;0;0;65.63
Backtracking Solver (Essai-erreur);82;8;NON;0;1;1;29.69
Backtracking Solver (Essai-erreur);83;8;OUI;0;0;0;54.69
Backtracking Solver (Essai-erreur);84;8;OUI;0;0;0;46.88
Backtracking Solver (Essai-erreur);85;8;OUI;0;0;0;45.31
Backtracking Solver (Essai-erreur);86;9;OUI;0;0;0;50.62
Backtracking Solver (Essai-erreur);87;9;OUI;0;0;0;38.27
Backtracking Solver (Essai-erreur);88;9;OUI;0;0;0;48.15
Backtracking Solver (Essai-erreur);89;9;OUI;0;0;0;59.26
Backtracking Solver (Essai-erreur);90;9;OUI;0;0;0;50.62
Backtracking Solver (Essai-erreur);91;5;OUI;0;0;0;52.00
Backtracking Solver (Essai-erreur);92;5;OUI;1;0;0;52.00
Backtracking Solver (Essai-erreur);93;5;OUI;0;0;0;60.00
Backtracking Solver (Essai-erreur);94;5;OUI;0;0;0;60.00
Backtracking Solver (Essai-erreur);95;5;OUI;0;0;0;40.00
Backtracking Solver (Essai-erreur);96;5;OUI;0;0;0;32.00
Backtracking Solver (Essai-erreur);97;5;OUI;1;0;0;52.00
Backtracking Solver (Essai-erreur);98;5;OUI;0;0;0;44.00
Backtracking Solver (Essai-erreur);99;5;OUI;0;0;0;48.00
Backtracking Solver (Essai-erreur);100;5;OUI;0;0;0;64.00
Backtracking Solver (Essai-erreur);101;6;OUI;0;0;0;58.33
Backtracking Solver (Essai-erreur);102;6;OUI;0;0;0;47.22
Backtracking Solver (Essai-erreur);103;6;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);104;6;OUI;0;0;0;44.44
Backtracking Solver (Essai-erreur);105;6;OUI;0;0;0;47.22
Backtracking Solver (Essai-erreur);106;6;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);107;6;OUI;0;3;2;41.67
Backtracking Solver (Essai-erreur);108;6;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);109;6;OUI;0;0;0;55.56
Backtracking Solver (Essai-erreur);110;6;OUI;0;0;0;36.11
Backtracking Solver (Essai-erreur);111;7;OUI;0;0;0;42.86
Backtracking Solver (Essai-erreur);112;7;NON;0;1;1;32.65
Backtracking Solver (Essai-erreur);113;7;OUI;0;0;0;55.10
Backtracking Solver (Essai-erreur);114;7;OUI;0;0;0;46.94
Backtracking Solver (Essai-erreur);115;7;OUI;1;0;0;42.86
Backtracking Solver (Essai-erreur);116;7;OUI;0;0;0;46.94
Backtracking Solver (Essai-erreur);117;7;OUI;0;0;0;46.94
Backtracking Solver (Essai-erreur);118;7;OUI;0;0;0;53.06
Backtracking Solver (Essai-erreur);119;7;OUI;0;0;0;55.10
Backtracking Solver (Essai-erreur);120;7;OUI;0;0;0;36.73
Backtracking Solver (Essai-erreur);121;8;NON;2;1;1;7.81
Backtracking Solver (Essai-erreur);122;8;OUI;1;0;0;43.75
Backtracking Solver (Essai-erreur);123;8;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);124;8;OUI;1;0;0;45.31
Backtracking Solver (Essai-erreur);125;8;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);126;8;OUI;0;0;0;46.88
Backtracking Solver (Essai-erreur);127;8;OUI;0;0;0;45.31
Backtracking Solver (Essai-erreur);128;8;OUI;0;0;0;56.25
Backtracking Solver (Essai-erreur);129;8;OUI;0;0;0;53.13
Backtracking Solver (Essai-erreur);130;8;OUI;0;0;0;54.69
Backtracking Solver (Essai-erreur);131;9;NON;0;1;1;35.80
Backtracking Solver (Essai-erreur);132;9;OUI;0;0;0;54.32
Backtracking Solver (Essai-erreur);133;9;OUI;0;0;0;54.32
Backtracking Solver (Essai-erreur);134;9;OUI;0;0;0;53.09
Backtracking Solver (Essai-erreur);135;9;OUI;0;0;0;49.38
Backtracking Solver (Essai-erreur);136;5;OUI;0;0;0;48.00
Backtracking Solver (Essai-erreur);137;5;OUI;0;0;0;40.00
Backtracking Solver (Essai-erreur);138;5;OUI;0;0;0;64.00
Backtracking Solver (Essai-erreur);139;5;OUI;0;0;0;44.00
Backtracking Solver (Essai-erreur);140;5;OUI;1;7;8;40.00
Backtracking Solver (Essai-erreur);141;5;OUI;0;0;0;44.00
Backtracking Solver (Essai-erreur);142;5;OUI;0;0;0;36.00
Backtracking Solver (Essai-erreur);143;5;OUI;0;0;0;56.00
Backtracking Solver (Essai-erreur);144;5;OUI;0;0;0;64.00
Backtracking Solver (Essai-erreur);145;5;OUI;1;0;0;52.00
Backtracking Solver (Essai-erreur);146;6;OUI;0;0;0;50.00
Backtracking Solver (Essai-erreur);147;6;OUI;0;0;0;44.44
Backtracking Solver (Essai-erreur);148;6;OUI;0;0;0;36.11
Backtracking Solver (Essai-erreur);149;6;OUI;0;0;0;44.44
Backtracking Solver (Essai-erreur);150;6;OUI;0;0;0;61.11
🤖 AI Heuristic Strategy (Optimisée 150/150);1;5;OUI;0;1;0;64.00
🤖 AI Heuristic Strategy (Optimisée 150/150);2;5;OUI;0;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);3;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);4;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);5;5;OUI;0;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);6;5;OUI;0;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);7;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);8;5;OUI;0;1;0;40.00
🤖 AI Heuristic Strategy (Optimisée 150/150);9;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);10;5;OUI;0;1;0;68.00
🤖 AI Heuristic Strategy (Optimisée 150/150);11;6;OUI;2;7;2;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);12;6;OUI;0;1;0;58.33
🤖 AI Heuristic Strategy (Optimisée 150/150);13;6;OUI;0;1;0;47.22
🤖 AI Heuristic Strategy (Optimisée 150/150);14;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);15;6;OUI;0;1;0;63.89
🤖 AI Heuristic Strategy (Optimisée 150/150);16;6;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);17;6;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);18;6;OUI;0;1;0;52.78
🤖 AI Heuristic Strategy (Optimisée 150/150);19;6;OUI;0;1;0;63.89
🤖 AI Heuristic Strategy (Optimisée 150/150);20;6;OUI;0;1;0;47.22
🤖 AI Heuristic Strategy (Optimisée 150/150);21;7;OUI;0;1;0;55.10
🤖 AI Heuristic Strategy (Optimisée 150/150);22;7;OUI;0;1;0;51.02
🤖 AI Heuristic Strategy (Optimisée 150/150);23;7;OUI;1;1;0;42.86
🤖 AI Heuristic Strategy (Optimisée 150/150);24;7;OUI;0;1;0;53.06
🤖 AI Heuristic Strategy (Optimisée 150/150);25;7;OUI;0;1;0;44.90
🤖 AI Heuristic Strategy (Optimisée 150/150);26;7;OUI;0;1;0;61.22
🤖 AI Heuristic Strategy (Optimisée 150/150);27;7;OUI;0;1;0;44.90
🤖 AI Heuristic Strategy (Optimisée 150/150);28;7;OUI;0;1;0;51.02
🤖 AI Heuristic Strategy (Optimisée 150/150);29;7;OUI;12;29;2;34.69
🤖 AI Heuristic Strategy (Optimisée 150/150);30;7;OUI;0;1;0;57.14
🤖 AI Heuristic Strategy (Optimisée 150/150);31;8;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);32;8;OUI;1;1;0;43.75
🤖 AI Heuristic Strategy (Optimisée 150/150);33;8;OUI;0;1;0;42.19
🤖 AI Heuristic Strategy (Optimisée 150/150);34;8;OUI;0;1;0;42.19
🤖 AI Heuristic Strategy (Optimisée 150/150);35;8;OUI;0;1;0;45.31
🤖 AI Heuristic Strategy (Optimisée 150/150);36;8;OUI;0;1;0;54.69
🤖 AI Heuristic Strategy (Optimisée 150/150);37;8;OUI;0;1;0;46.88
🤖 AI Heuristic Strategy (Optimisée 150/150);38;8;NON;1;2;1;35.94
🤖 AI Heuristic Strategy (Optimisée 150/150);39;8;NON;0;2;1;31.25
🤖 AI Heuristic Strategy (Optimisée 150/150);40;8;OUI;0;1;0;54.69
🤖 AI Heuristic Strategy (Optimisée 150/150);41;9;OUI;0;1;0;50.62
🤖 AI Heuristic Strategy (Optimisée 150/150);42;9;OUI;2;1;0;40.74
🤖 AI Heuristic Strategy (Optimisée 150/150);43;9;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);44;9;OUI;0;1;0;53.09
🤖 AI Heuristic Strategy (Optimisée 150/150);45;9;OUI;0;1;0;49.38
🤖 AI Heuristic Strategy (Optimisée 150/150);46;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);47;5;OUI;0;1;0;60.00
🤖 AI Heuristic Strategy (Optimisée 150/150);48;5;OUI;0;1;0;44.00
🤖 AI Heuristic Strategy (Optimisée 150/150);49;5;OUI;1;1;0;68.00
🤖 AI Heuristic Strategy (Optimisée 150/150);50;5;NON;0;2;1;12.00
🤖 AI Heuristic Strategy (Optimisée 150/150);51;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);52;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);53;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);54;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);55;5;OUI;1;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);56;6;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);57;6;OUI;1;1;0;41.67
🤖 AI Heuristic Strategy (Optimisée 150/150);58;6;OUI;0;1;0;41.67
🤖 AI Heuristic Strategy (Optimisée 150/150);59;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);60;6;OUI;0;1;0;36.11
🤖 AI Heuristic Strategy (Optimisée 150/150);61;6;OUI;0;1;0;47.22
🤖 AI Heuristic Strategy (Optimisée 150/150);62;6;OUI;0;1;0;58.33
🤖 AI Heuristic Strategy (Optimisée 150/150);63;6;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);64;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);65;6;OUI;0;1;0;63.89
🤖 AI Heuristic Strategy (Optimisée 150/150);66;7;OUI;0;1;0;48.98
🤖 AI Heuristic Strategy (Optimisée 150/150);67;7;OUI;0;1;0;44.90
🤖 AI Heuristic Strategy (Optimisée 150/150);68;7;OUI;0;1;0;63.27
🤖 AI Heuristic Strategy (Optimisée 150/150);69;7;OUI;0;1;0;48.98
🤖 AI Heuristic Strategy (Optimisée 150/150);70;7;OUI;0;1;0;53.06
🤖 AI Heuristic Strategy (Optimisée 150/150);71;7;OUI;0;1;0;46.94
🤖 AI Heuristic Strategy (Optimisée 150/150);72;7;OUI;0;1;0;51.02
🤖 AI Heuristic Strategy (Optimisée 150/150);73;7;OUI;0;1;0;55.10
🤖 AI Heuristic Strategy (Optimisée 150/150);74;7;OUI;1;1;0;67.35
🤖 AI Heuristic Strategy (Optimisée 150/150);75;7;OUI;0;7;2;38.78
🤖 AI Heuristic Strategy (Optimisée 150/150);76;8;OUI;0;1;0;59.38
🤖 AI Heuristic Strategy (Optimisée 150/150);77;8;OUI;2;1;0;57.81
🤖 AI Heuristic Strategy (Optimisée 150/150);78;8;OUI;0;1;0;45.31
🤖 AI Heuristic Strategy (Optimisée 150/150);79;8;OUI;1;1;0;53.13
🤖 AI Heuristic Strategy (Optimisée 150/150);80;8;OUI;0;1;0;53.13
🤖 AI Heuristic Strategy (Optimisée 150/150);81;8;OUI;0;1;0;65.63
🤖 AI Heuristic Strategy (Optimisée 150/150);82;8;NON;1;2;1;29.69
🤖 AI Heuristic Strategy (Optimisée 150/150);83;8;OUI;1;1;0;54.69
🤖 AI Heuristic Strategy (Optimisée 150/150);84;8;OUI;0;1;0;46.88
🤖 AI Heuristic Strategy (Optimisée 150/150);85;8;OUI;0;1;0;45.31
🤖 AI Heuristic Strategy (Optimisée 150/150);86;9;OUI;0;1;0;50.62
🤖 AI Heuristic Strategy (Optimisée 150/150);87;9;OUI;0;1;0;38.27
🤖 AI Heuristic Strategy (Optimisée 150/150);88;9;OUI;0;1;0;48.15
🤖 AI Heuristic Strategy (Optimisée 150/150);89;9;OUI;0;1;0;59.26
🤖 AI Heuristic Strategy (Optimisée 150/150);90;9;OUI;0;1;0;50.62
🤖 AI Heuristic Strategy (Optimisée 150/150);91;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);92;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);93;5;OUI;0;1;0;60.00
🤖 AI Heuristic Strategy (Optimisée 150/150);94;5;OUI;1;1;0;60.00
🤖 AI Heuristic Strategy (Optimisée 150/150);95;5;OUI;0;1;0;40.00
🤖 AI Heuristic Strategy (Optimisée 150/150);96;5;OUI;0;1;0;32.00
🤖 AI Heuristic Strategy (Optimisée 150/150);97;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);98;5;OUI;0;1;0;44.00
🤖 AI Heuristic Strategy (Optimisée 150/150);99;5;OUI;0;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);100;5;OUI;0;1;0;64.00
🤖 AI Heuristic Strategy (Optimisée 150/150);101;6;OUI;0;1;0;58.33
🤖 AI Heuristic Strategy (Optimisée 150/150);102;6;OUI;0;1;0;47.22
🤖 AI Heuristic Strategy (Optimisée 150/150);103;6;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);104;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);105;6;OUI;0;1;0;47.22
🤖 AI Heuristic Strategy (Optimisée 150/150);106;6;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);107;6;OUI;1;5;0;41.67
🤖 AI Heuristic Strategy (Optimisée 150/150);108;6;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);109;6;OUI;0;1;0;55.56
🤖 AI Heuristic Strategy (Optimisée 150/150);110;6;OUI;0;1;0;36.11
🤖 AI Heuristic Strategy (Optimisée 150/150);111;7;OUI;0;1;0;42.86
🤖 AI Heuristic Strategy (Optimisée 150/150);112;7;NON;0;2;1;32.65
🤖 AI Heuristic Strategy (Optimisée 150/150);113;7;OUI;0;1;0;55.10
🤖 AI Heuristic Strategy (Optimisée 150/150);114;7;OUI;0;1;0;46.94
🤖 AI Heuristic Strategy (Optimisée 150/150);115;7;OUI;1;1;0;42.86
🤖 AI Heuristic Strategy (Optimisée 150/150);116;7;OUI;0;1;0;46.94
🤖 AI Heuristic Strategy (Optimisée 150/150);117;7;OUI;0;1;0;46.94
🤖 AI Heuristic Strategy (Optimisée 150/150);118;7;OUI;0;1;0;53.06
🤖 AI Heuristic Strategy (Optimisée 150/150);119;7;OUI;0;1;0;55.10
🤖 AI Heuristic Strategy (Optimisée 150/150);120;7;OUI;0;1;0;36.73
🤖 AI Heuristic Strategy (Optimisée 150/150);121;8;NON;1;2;1;7.81
🤖 AI Heuristic Strategy (Optimisée 150/150);122;8;OUI;0;1;0;43.75
🤖 AI Heuristic Strategy (Optimisée 150/150);123;8;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);124;8;OUI;0;1;0;45.31
🤖 AI Heuristic Strategy (Optimisée 150/150);125;8;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);126;8;OUI;0;1;0;46.88
🤖 AI Heuristic Strategy (Optimisée 150/150);127;8;OUI;0;1;0;45.31
🤖 AI Heuristic Strategy (Optimisée 150/150);128;8;OUI;0;1;0;56.25
🤖 AI Heuristic Strategy (Optimisée 150/150);129;8;OUI;0;1;0;53.13
🤖 AI Heuristic Strategy (Optimisée 150/150);130;8;OUI;0;1;0;54.69
🤖 AI Heuristic Strategy (Optimisée 150/150);131;9;NON;1;2;1;35.80
🤖 AI Heuristic Strategy (Optimisée 150/150);132;9;OUI;0;1;0;54.32
🤖 AI Heuristic Strategy (Optimisée 150/150);133;9;OUI;0;1;0;54.32
🤖 AI Heuristic Strategy (Optimisée 150/150);134;9;OUI;0;1;0;53.09
🤖 AI Heuristic Strategy (Optimisée 150/150);135;9;OUI;0;1;0;49.38
🤖 AI Heuristic Strategy (Optimisée 150/150);136;5;OUI;0;1;0;48.00
🤖 AI Heuristic Strategy (Optimisée 150/150);137;5;OUI;0;1;0;40.00
🤖 AI Heuristic Strategy (Optimisée 150/150);138;5;OUI;0;1;0;64.00
🤖 AI Heuristic Strategy (Optimisée 150/150);139;5;OUI;0;1;0;44.00
🤖 AI Heuristic Strategy (Optimisée 150/150);140;5;OUI;1;15;8;40.00
🤖 AI Heuristic Strategy (Optimisée 150/150);141;5;OUI;0;1;0;44.00
🤖 AI Heuristic Strategy (Optimisée 150/150);142;5;OUI;0;1;0;36.00
🤖 AI Heuristic Strategy (Optimisée 150/150);143;5;OUI;0;1;0;56.00
🤖 AI Heuristic Strategy (Optimisée 150/150);144;5;OUI;0;1;0;64.00
🤖 AI Heuristic Strategy (Optimisée 150/150);145;5;OUI;0;1;0;52.00
🤖 AI Heuristic Strategy (Optimisée 150/150);146;6;OUI;0;1;0;50.00
🤖 AI Heuristic Strategy (Optimisée 150/150);147;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);148;6;OUI;0;1;0;36.11
🤖 AI Heuristic Strategy (Optimisée 150/150);149;6;OUI;0;1;0;44.44
🤖 AI Heuristic Strategy (Optimisée 150/150);150;6;OUI;0;1;0;61.11
